product_name,Vertical,product_url,City,Price (USD),product_description,product_number_of_review,product_Number_of_bookings,,,
【台灣在地六四設計品牌】極簡弧面銀戒手作體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/22140,"台北, 多個城市",75.24,台灣在地銀飾設計品牌 ART64 六四設計。品牌於 2002 年創立， Art Sixty-Four 來自 Art Successful 諧音，以優雅的白、紫色與黑色為店內色調基底，期待能製造讓人久待的玩銀空間兼具賞心悅目的氛圍。 多年以來，從事設計開發自有品牌飾品、銀飾客製化訂製、金工技術教學，以及一日手作體驗等專業服務。 每一件店內的設計商品都堅持以手工製造，每一個銀飾創作都代表著創作者對藝術的感受、設計的獨特，用心詮釋出每一份帶有故事性的銀飾，相信能藉由銀飾帶給體驗者自信及發自內心的祝福。,-1,,,,
【北投五星SPA溫泉】台北北投大地溫泉酒店 - 精油SPA 湯屋泡湯,Activities & Experiences,https://www.kkday.com/zh-tw/product/24988,台北,125.43,一處隱身在北投極靜之地，帶著些歐洲簡約風格的休閒渡假酒店。貼近自然的氛圍與細膩溫暖的款待，融合人文、藝術的恬適靜美之境，讓每位旅人寫下屬於自己的旅行詩篇，期盼，在四季的更迭，都能讓您擁有雋永回味的心旅行。,,,,,
【漫步林間】阿里山小火車祝山日出美景三日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/2005,嘉義,193.11,搭乘阿里山最具特色的兩條森林小火車路線，徜徉在大自然芬多精中，最著名的阿里山日出美景更是不能錯過！尤其春天之際，沿途經過群櫻綻放的美景令人屏息，是台灣賞花季節不可錯過的風景。,-7,,,,
【九份茶旅】九重町客棧：高山烏龍茶/包種茶＋招牌茶點套餐,F&B,https://www.kkday.com/zh-tw/product/20436,新北市,10.91,九重町創辦人吳志明先生，於1995年志明返鄉創業，以在地人文角度出發，打造一個專屬旅人歇息的食宿客棧，分享台灣特色茶品，型塑「潮」文化空間氛圍，以九份的美好，喚醒你我的青春記憶。九重町以在地的觀點迎接各地旅客，一起感受九份潮文化的黃金魅力！,-1,,,,
【熱門景點包車一日遊】忠烈祠、天空之城、高美濕地、秋紅谷（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25180,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【五星級飯店美食推薦】台北老爺大酒店-2F Le Café 2人自助吃到飽午/晚餐券,F&B,https://www.kkday.com/zh-tw/product/23553,台北,54.69,台北老爺大酒店-2F Le Café 咖啡廳供應自助式無國界料理。從早餐到宵夜，提供您釋放心靈與感性的食尚美學饗宴！整排的落地窗，可一覽綠意的楓香大道及享受溫暖和煦的陽光，華麗的大理石搭配典雅的香檳色系傢俱，結合東西美學元素的細膩質感，為難得一見的時尚與品味兼具的餐廳！透過 KKday 線上購買「台北老爺大酒店-2F Le Café 2人自助吃到飽 午/晚餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受五星級餐飲的魅力！,,,,,
【台北永康街牛肉麵】台灣一品山西刀削麵之家（刀削麵、炒年糕、捲餅）,F&B,https://www.kkday.com/zh-tw/product/20989,台北,2.9,位於台北永康街的一品山西刀削麵之家，提供最具台灣代表美食－牛肉麵，其湯頭濃郁，刀削麵口感紮實Q彈，牛肉香嫩帶有咬勁，另還有濃濃古早味的炸醬刀削麵、炒餅、炒年糕及捲餅等中式特色料理，歡迎你一同來品嚐！,-8,,,,
【民宿住宿推薦】鎖定台東民宿-雙人房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24939,台東,64.34,鎖定台東民宿為獨棟建築設計，提供舒適宜人的住宿空間，讓你的假期不受打擾，近市區及車站，交通便利，讓你享受寧靜的同時也能盡情暢遊台東的好山好水。,,,,,
【2人即成行】超值港都精華–駁二旗津西子灣二日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24606,高雄,138.37,搭乘高鐵輕便旅行！參加KKday踩點經典行程：駁二藝術特區、蓬萊倉庫群、棧貳庫KW2、旗津與西子灣，並品嘗道地小吃，盡情感受高雄港都風情！,,,,,
【熱門景點包車一日遊】國父紀念館、日月潭及纜車（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25189,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【台中出發征服百岳】合歡山主峰、最高旅館松雪樓、親近石門山、武嶺一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24157,南投,64.34,參加KKday一日行程，免去交通轉乘不便，一次走訪全台公路最高點－武嶺，全台最高旅館－松雪樓，全台最親近的百岳－石門山，最佳視野環繞－合歡山主峰，秀麗美景給您滿滿回憶的深度中部行！,,,,,
【暢遊經典台中】台灣中部日月潭、清境景點包車一日遊（1-4人）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/1942,台中,131.67,台中包車一日遊帶你暢遊日月潭、清境農場等景點，你可以彈性規劃中台灣旅遊行程，由專業司機帶路，解決中部旅遊交通不便的困擾，若時間充足，司機還會推薦當地私房景點，帶你一口氣玩遍大台中，輕鬆包車自由行！,-481,2.1K+ 個已訂購,,,
【宜蘭親子單車二日遊】玉兔鉛筆學校、香草菲菲博物館、積木博物館,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25651,宜蘭,193.09,宜蘭親子共騎單車之旅，由台灣樂活自行車協會精心規劃，專業領騎帶領穿梭於私房祕徑，走玩私房景點，且有專業、經驗豐富的領騎帶隊，優良小隊長陪騎，注意路況與指引隊伍前進方向，全程支援車隨隊補給，妥善關心團員，是既安全又可以親近大自然、培養親子關係的單車之旅。,,,,,
【九份茶旅】懷舊茶樓—悲情城市：翠玉烏龍茶＋招牌茶點套餐,F&B,https://www.kkday.com/zh-tw/product/20426,新北市,10.91,悲情城市茶樓有著50年代客棧風格，呈現台灣民初茶樓的氛圍，更為拍攝電影的主要場地。店內擺設復古木製家具，留著歲月的痕跡，戶外座位更能看見北台灣最古老的戲院—昇平戲院。,,,,,
【撫慰疲憊的身心靈】台北獨家頌缽靜心SPA課程,Activities & Experiences,https://www.kkday.com/zh-tw/product/10864,台北,118.46,在橙花想紅裡，彷彿來到都市中的專屬靜謐空間，寬敞、獨特的釋壓氛圍，細緻貼心的現代感設計，開始了一場文化藝術與當代美學的視覺享受，體驗著釋放壓力的愉悅，品嚐著台灣在地養生點心的小確幸，讓你透過完美的舒壓旅程重新獲得正能量，再度迎接未來的挑戰！,-6,,,,
【品品學堂手作體驗】許匡匡 毛小孩画像 玩繪壓克力顏料,Activities & Experiences,https://www.kkday.com/zh-tw/product/25145,台北,33.03,人氣插畫家【許匡匡】帶領學員們一起用壓克力顏料，在小圓畫布上，畫出家中最得寵的毛小孩，帶上照片，一筆一劃描繪出蓬鬆、毛茸茸的輪廓，再加上最討人喜歡的五官，完成一幅立體感毛小孩画像。,,,,,
【宜蘭】幽幽長埤湖 蔥香飄三星 芬芳香草菲菲 悠閒望龍埤一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24238,宜蘭,32.15,參加KKday一日遊行程，省去交通轉乘的不便，一次走訪湖水與周圍山林相互輝映的長埤湖風景區，欣賞清幽宜人的風景；再到三星青蔥文化館認識三星地區傳統的農村社區的物產及文化，並參觀知名的香草菲菲博物館，感受可聞、可看、可聽、可嚐、可摸的五感療癒體驗！,,,,,
【台灣必買手信】愛D菇台灣香菇脆餅伴手禮禮盒組 (台北市/新北市飯店配送),Souvenir,https://www.kkday.com/zh-tw/product/21789,"台北, 多個城市",12.84,香菇脆餅透過台灣先進的農產加工技術，完整保留菇類營養，鹹香酥脆是最棒的下酒菜，精緻的禮盒包裝是送禮首選！,-1,,,,
【五星級飯店住宿推薦】花蓮美侖飯店-雙人房住宿券（需電話預約）,Activities & Experiences,https://www.kkday.com/zh-tw/product/24848,花蓮,86.9,1993年，美侖飯店伴隨著花蓮的心跳誕生。 身為花蓮第一家國際型度假飯店，美侖始終與花蓮一起呼吸律動， 坐落於湛藍海洋與蓊鬱群山環抱中的美侖，是通往花蓮山水美景的鎖鑰， 無論是景致明媚的太魯閣、風景宜人的七星潭、或是集合美食與絕佳伴手禮的花蓮市區… 美侖，絕對是您花蓮之旅的最佳起點 不只如此，無限寬廣的藍與綠垂手可得，更讓美侖不但是一都市的度假休閒飯店， 更成為花蓮最跳躍鮮明的印記！ 不但是地理上的美景中心，更是花蓮歷史的、人文的、感官的中心。,,,,,
【高雄港都三日遊】駁二旗津西子灣、義大遊樂世界（高鐵來回）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/26522,高雄,189.87,曾由鋼鐵業、石化業等帶動經濟發展的工業城市，成功以豐富的歷史人文、山海資源與人民的豪邁熱情轉型觀光文化大城，成為名副其實的海洋觀光首都。透過KKday預定三天兩夜的港都行程，輕鬆自由GO！在高雄的創意與傳統交織出的火花中，南國趣味一網打盡。,,,,,
【品品學堂手作體驗】光山行 研磨一生一筷・漆器講座工作坊,Activities & Experiences,https://www.kkday.com/zh-tw/product/21791,台北,20.79,【光山⾏】力行推廣台灣漆文化，讓大家透過實際使用，感受工藝之美，將工藝重新帶回生活中。課程擷取漆器製作過程中，最好玩的步驟：研磨推光，把一生一筷藏在下面的顏色，一層層磨出繽紛的紋理，創作出最有個人風格的美麗圖騰。,,,,,
【熱門景點包車一日遊】石門水庫、鎮瀾宮、台中麗寶Outlet（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25212,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【澎湖水上活動】浮潛＋SUP 立式單槳衝浪板體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/22798,澎湖,30.58,盛夏來臨，陽光沙灘比基尼，提前預訂澎湖水上活動，在專業教練指導下，嘗試安全又刺激的水中浮潛 SUP 立式單槳衝浪板，在湛藍清澈的澎湖海域，感受台灣大自然海洋之美，適合三五好友一同參加！,-6,,,,
【台北永康熱門冰店】50年老店－TAROKING 永康街芋頭大王,F&B,https://www.kkday.com/zh-tw/product/20992,台北,1.45,位於台北永康街的五十年的老字號冰品店，冷冷的冬天，推薦您暖暖的甜湯，炎熱的夏天，有料多實在的芋頭冰品陪伴，從綿密的芋頭到香甜的芒果，春夏秋冬都適合來品嘗。,-6,,,,
【飯店美食推薦】台北慶泰大飯店-2F金滿廳平日經典台菜午晚餐券,F&B,https://www.kkday.com/zh-tw/product/23629,台北,18.99,台北慶泰大飯店-2F金滿廳，集合了台菜料理行家，融合各家中華料理的烹調精髓，運用熬、煲、燉、蒸等手法，忠實呈現食材的原汁原味，注入時尚創意美學，用心製作一道道令人讚不絕口的美味佳餚。透過 KKday 線上購買「台北慶泰大飯店-2F金滿廳平日經典台菜午晚餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受星級餐飲的魅力！,,,,,
【陽明山擎天岡草原】台北秋風賞芒草包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3504,台北,93.35,遊台必訪的台北後花園－陽明山，包車直達接送，不需辛苦排隊轉車，擎天岡遼闊的草原景觀，連綿的綠茵上牛隻漫步吃草，形成台北難得一見的牧野風光。每年秋冬之際，大屯山芒草盛開，一整片的芒草隨風搖曳，讓人心情舒爽並享受當下的悠閒時光。,-29,113 個已訂購,,,
【熱門景點包車一日遊】華泰名品城、鯉魚潭水庫、東海大學、秋紅谷（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25216,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【熱門景點包車一日遊】龍山寺、林口三井、龍騰斷橋、旱溪夜市（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25197,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【飯店住宿推薦】墾丁泊途會館-四人住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/27331,墾丁,96.53,墾丁旅館泊途會館為提供住客更舒適的墾丁住宿環境，墾丁旅館客房內規劃了寬闊的客廳區，每間各自擁有不同的山景與海景之絕佳景觀，以簡約的純白、灰褐印象搭配原木素材的裝潢點綴，營造出異國風情的悠閒情調，靈活的設計手法與雅痞格調。墾丁旅館房內設施提供全天候獨立空調系統、國際直撥電話、免費ADSL網路服務、多頻道液晶電視、私人專屬保險箱、衛浴設備乾濕分離及精品沐浴組等設備應有盡有，滿足旅人對美學的品味堅持，值得一再回味品嚐。,,,,,
